transcript_id,batch1,batch2,chem1,chem2
YOL165C_mRNA,0,0,0,0
YOL164W-A_mRNA,0,0,0,0
YOL164W_mRNA,0,0,0,0
YOL163W_mRNA,0,0,0,0
YOL162W_mRNA,0,0,0,0
YOL161C_mRNA,0,0,0,0
YOL160W_mRNA,0,0,0,0
YOL159C-A_mRNA,0,0,0,0
YOL159C_mRNA,0,0,0,0
YOL158C_mRNA,0,0,0,0
YOL157C_mRNA,0,0,0,0
YOL156W_mRNA,0,0,0,0
YOL155W-A_mRNA,0,0,0,0
YOL155C_mRNA,0,0,0,0
YOL154W_mRNA,0,0,0,0
YOL152W_mRNA,0,0,0,0
YOL151W_mRNA,0,0,0,0
YOL150C_mRNA,0,0,0,0
YOL149W_mRNA,0,0,0,0
YOL148C_mRNA,0,0,0,0
YOL147C_mRNA,0,0,0,0
YOL146W_mRNA,0,0,0,0
YOL145C_mRNA,0,0,0,0
YOL144W_mRNA,0,0,0,0
YOL143C_mRNA,0,0,0,0
YOL142W_mRNA,0,0,0,0
YOL141W_mRNA,0,0,0,0
YOL140W_mRNA,0,0,0,0
YOL139C_mRNA,0,0,0,0
YOL138C_mRNA,0,0,0,0
YOL137W_mRNA,0,0,0,0
YOL136C_mRNA,0,0,0,0
YOL135C_mRNA,0,0,0,0
YOL134C_mRNA,0,0,0,0
YOL133W_mRNA,0,0,0,0
YOL132W_mRNA,0,0,0,0
YOL131W_mRNA,0,0,0,0
YOL130W_mRNA,0,0,0,0
YOL129W_mRNA,0,0,0,0
YOL128C_mRNA,0,0,0,0
YOL127W_mRNA,0,0,0,0
YOL126C_mRNA,0,0,0,0
YOL125W_mRNA,0,0,0,0
YOL124C_mRNA,0,0,0,0
YOL123W_mRNA,0,0,0,0
YOL122C_mRNA,0,0,0,0
YOL121C_mRNA,0,0,0,0
YOL120C_mRNA,0,0,0,0
YOL119C_mRNA,0,0,0,0
YOL118C_mRNA,0,0,0,0
YOL117W_mRNA,0,0,0,0
YOL116W_mRNA,0,0,0,0
YOL115W_mRNA,0,0,0,0
YOL114C_mRNA,0,0,0,0
YOL113W_mRNA,0,0,0,0
YOL112W_mRNA,0,0,0,0
YOL111C_mRNA,0,0,0,0
YOL110W_mRNA,0,0,0,0
YOL109W_mRNA,0,0,0,0
tG(UCC)O_tRNA,0,0,0,0
YOL108C_mRNA,0,0,0,0
YOL107W_mRNA,0,0,0,0
YOL106W_mRNA,0,0,0,0
tT(AGU)O1_tRNA,0,0,0,0
YOL105C_mRNA,0,0,0,0
YOL104C_mRNA,0,0,0,0
YOL103W_mRNA,0,0,0,0
YOL102C_mRNA,0,0,0,0
YOL101C_mRNA,0,0,0,0
YOL100W_mRNA,0,0,0,0
YOL099C_mRNA,0,0,0,0
YOL098C_mRNA,0,0,0,0
snR58_snoRNA,0,0,0,0
YOL097W-A_mRNA,0,0,0,0
YOL097C_mRNA,0,0,0,0
YOL096C_mRNA,0,0,0,0
YOL095C_mRNA,0,0,0,0
YOL094C_mRNA,0,0,0,0
YOL093W_mRNA,0,0,0,0
YOL092W_mRNA,0,0,0,0
YOL091W_mRNA,0,0,0,0
YOL090W_mRNA,0,0,0,0
YOL089C_mRNA,0,0,0,0
YOL088C_mRNA,0,0,0,0
YOL087C_mRNA,0,0,0,0
YOL086W-A_mRNA,0,0,0,0
YOL086C_mRNA,0,0,0,0
YOL085W-A_mRNA,0,0,0,0
YOL085C_mRNA,0,0,0,0
YOL084W_mRNA,0,0,0,0
YOL083W_mRNA,0,0,0,0
YOL083C-A_mRNA,0,0,0,0
YOL082W_mRNA,0,0,0,0
YOL081W_mRNA,0,0,0,0
YOL080C_mRNA,0,0,0,0
YOL079W_mRNA,0,0,0,0
YOL078W_mRNA,0,0,0,0
YOL077W-A_mRNA,0,0,0,0
YOL077C_mRNA,0,0,0,0
YOL076W_mRNA,0,0,0,0
YOL075C_mRNA,0,0,0,0
YOL073C_mRNA,0,0,0,0
YOL072W_mRNA,0,0,0,0
YOL071W_mRNA,0,0,0,0
YOL070C_mRNA,0,0,0,0
YOL069W_mRNA,0,0,0,0
YOL068C_mRNA,0,0,0,0
YOL067C_mRNA,0,0,0,0
YOL066C_mRNA,0,0,0,0
YOL065C_mRNA,0,0,0,0
YOL064C_mRNA,0,0,0,0
YOL063C_mRNA,0,0,0,0
YOL062C_mRNA,0,0,0,0
YOL061W_mRNA,0,0,0,0
YOL060C_mRNA,0,0,0,0
YOL059W_mRNA,0,0,0,0
YOL058W_mRNA,0,0,0,0
YOL057W_mRNA,0,0,0,0
YOL056W_mRNA,0,0,0,0
YOL055C_mRNA,0,0,0,0
tG(GCC)O1_tRNA,0,0,0,0
tN(GUU)O1_tRNA,0,0,0,0
YOL054W_mRNA,0,0,0,0
YOL053W_mRNA,0,0,0,0
YOL052C-A_mRNA,0,0,0,0
YOL052C_mRNA,0,0,0,0
snR81_snoRNA,0,0,0,0
YOL051W_mRNA,0,0,0,0
YOL050C_mRNA,0,0,0,0
YOL049W_mRNA,0,0,0,0
YOL048C_mRNA,0,0,0,0
YOL047C_mRNA,0,0,0,0
YOL046C_mRNA,0,0,0,0
YOL045W_mRNA,0,0,0,0
YOL044W_mRNA,0,0,0,0
YOL043C_mRNA,0,0,0,0
YOL042W_mRNA,0,0,0,0
YOL041C_mRNA,0,0,0,0
YOL040C_mRNA,0,0,0,0
YOL039W_mRNA,0,0,0,0
YOL038C-A_mRNA,0,0,0,0
YOL038W_mRNA,0,0,0,0
YOL037C_mRNA,0,0,0,0
YOL036W_mRNA,0,0,0,0
YOL035C_mRNA,0,0,0,0
snR50_snoRNA,0,0,0,0
YOL034W_mRNA,0,0,0,0
YOL033W_mRNA,0,0,0,0
YOL032W_mRNA,0,0,0,0
YOL031C_mRNA,0,0,0,0
YOL030W_mRNA,0,0,0,0
YOL029C_mRNA,0,0,0,0
YOL028C_mRNA,0,0,0,0
YOL027C_mRNA,0,0,0,0
YOL026C_mRNA,0,0,0,0
tS(GCU)O_tRNA,0,0,0,0
YOL025W_mRNA,0,0,0,0
YOL024W_mRNA,0,0,0,0
YOL023W_mRNA,0,0,0,0
YOL022C_mRNA,0,0,0,0
tG(GCC)O2_tRNA,0,0,0,0
YOL021C_mRNA,0,0,0,0
YOL020W_mRNA,0,0,0,0
tY(GUA)O_tRNA,0,0,0,0
YOL019W-A_mRNA,0,0,0,0
YOL019W_mRNA,0,0,0,0
YOL018C_mRNA,0,0,0,0
YOL017W_mRNA,0,0,0,0
YOL016C_mRNA,0,0,0,0
YOL015W_mRNA,0,0,0,0
YOL014W_mRNA,0,0,0,0
YOL013W-B_mRNA,0,0,0,0
YOL013W-A_mRNA,0,0,0,0
tP(UGG)O1_tRNA,0,0,0,0
YOL013C_mRNA,0,0,0,0
YOL012C_mRNA,0,0,0,0
YOL011W_mRNA,0,0,0,0
YOL010W_mRNA,0,0,0,0
YOL009C_mRNA,0,0,0,0
YOL008W_mRNA,0,0,0,0
YOL007C_mRNA,0,0,0,0
YOL006C_mRNA,0,0,0,0
YOL005C_mRNA,0,0,0,0
YOL004W_mRNA,0,0,0,0
YOL003C_mRNA,0,0,0,0
YOL002C_mRNA,0,0,0,0
YOL001W_mRNA,0,0,0,0
YOR001W_mRNA,0,0,0,0
YOR002W_mRNA,0,0,0,0
YOR003W_mRNA,0,0,0,0
YOR004W_mRNA,0,0,0,0
YOR005C_mRNA,0,0,0,0
YOR006C_mRNA,0,0,0,0
YOR007C_mRNA,0,0,0,0
tR(ACG)O_tRNA,0,0,0,0
YOR008C_mRNA,0,0,0,0
YOR008C-A_mRNA,0,0,0,0
YOR008W-B_mRNA,0,0,0,0
YOR009W_mRNA,0,0,0,0
YOR010C_mRNA,0,0,0,0
YOR011W_mRNA,0,0,0,0
tT(AGU)O2_tRNA,0,0,0,0
YOR011W-A_mRNA,0,0,0,0
YOR012W_mRNA,0,0,0,0
YOR013W_mRNA,0,0,0,0
YOR014W_mRNA,0,0,0,0
YOR015W_mRNA,0,0,0,0
YOR016C_mRNA,0,0,0,0
YOR017W_mRNA,0,0,0,0
YOR018W_mRNA,0,0,0,0
YOR019W_mRNA,0,0,0,0
YOR020C_mRNA,0,0,0,0
YOR020W-A_mRNA,0,0,0,0
YOR021C_mRNA,0,0,0,0
YOR022C_mRNA,0,0,0,0
YOR023C_mRNA,0,0,0,0
YOR024W_mRNA,0,0,0,0
YOR025W_mRNA,0,0,0,0
YOR026W_mRNA,0,0,0,0
YOR027W_mRNA,0,0,0,0
YOR028C_mRNA,0,0,0,0
YOR029W_mRNA,0,0,0,0
YOR030W_mRNA,0,0,0,0
YOR032C_mRNA,0,0,0,0
YOR032W-A_mRNA,0,0,0,0
YOR033C_mRNA,0,0,0,0
YOR034C_mRNA,0,0,0,0
YOR034C-A_mRNA,0,0,0,0
YOR035C_mRNA,0,0,0,0
YOR036W_mRNA,0,0,0,0
YOR037W_mRNA,0,0,0,0
YOR038C_mRNA,0,0,0,0
YOR039W_mRNA,0,0,0,0
YOR040W_mRNA,0,0,0,0
snR9_snoRNA,0,0,0,0
YOR041C_mRNA,0,0,0,0
YOR042W_mRNA,0,0,0,0
snR62_snoRNA,0,0,0,0
YOR043W_mRNA,0,0,0,0
YOR044W_mRNA,0,0,0,0
YOR045W_mRNA,0,0,0,0
YOR046C_mRNA,0,0,0,0
YOR047C_mRNA,0,0,0,0
YOR048C_mRNA,0,0,0,0
YOR049C_mRNA,0,0,0,0
YOR050C_mRNA,0,0,0,0
YOR051C_mRNA,0,0,0,0
YOR052C_mRNA,0,0,0,0
YOR053W_mRNA,0,0,0,0
YOR054C_mRNA,0,0,0,0
YOR055W_mRNA,0,0,0,0
YOR056C_mRNA,0,0,0,0
YOR057W_mRNA,0,0,0,0
YOR058C_mRNA,0,0,0,0
tK(UUU)O_tRNA,0,0,0,0
YOR059C_mRNA,0,0,0,0
YOR060C_mRNA,0,0,0,0
YOR061W_mRNA,0,0,0,0
YOR062C_mRNA,0,0,0,0
YOR063W_mRNA,0,0,0,0
YOR064C_mRNA,0,0,0,0
YOR065W_mRNA,0,0,0,0
YOR066W_mRNA,0,0,0,0
YOR067C_mRNA,0,0,0,0
YOR069W_mRNA,0,0,0,0
YOR068C_mRNA,0,0,0,0
YOR070C_mRNA,0,0,0,0
YOR071C_mRNA,0,0,0,0
YOR072W_mRNA,0,0,0,0
YOR072W-A_mRNA,0,0,0,0
tP(UGG)O2_tRNA,0,0,0,0
YOR072W-B_mRNA,0,0,0,0
YOR073W_mRNA,0,0,0,0
YOR074C_mRNA,0,0,0,0
YOR073W-A_mRNA,0,0,0,0
YOR075W_mRNA,0,0,0,0
YOR076C_mRNA,0,0,0,0
YOR077W_mRNA,0,0,0,0
YOR078W_mRNA,0,0,0,0
YOR079C_mRNA,0,0,0,0
YOR080W_mRNA,0,0,0,0
YOR081C_mRNA,0,0,0,0
YOR082C_mRNA,0,0,0,0
YOR083W_mRNA,0,0,0,0
YOR084W_mRNA,0,0,0,0
YOR085W_mRNA,0,0,0,0
YOR086C_mRNA,0,0,0,0
tN(GUU)O2_tRNA,0,0,0,0
YOR087W_mRNA,0,0,0,0
YOR089C_mRNA,0,0,0,0
YOR090C_mRNA,0,0,0,0
YOR091W_mRNA,0,0,0,0
YOR092W_mRNA,0,0,0,0
YOR093C_mRNA,0,0,0,0
YOR094W_mRNA,0,0,0,0
YOR095C_mRNA,0,0,0,0
YOR096W_mRNA,0,0,0,0
YOR097C_mRNA,0,0,0,0
YOR098C_mRNA,0,0,0,0
YOR099W_mRNA,0,0,0,0
YOR100C_mRNA,0,0,0,0
YOR101W_mRNA,0,0,0,0
YOR102W_mRNA,0,0,0,0
YOR103C_mRNA,0,0,0,0
YOR104W_mRNA,0,0,0,0
YOR105W_mRNA,0,0,0,0
YOR106W_mRNA,0,0,0,0
YOR107W_mRNA,0,0,0,0
YOR108W_mRNA,0,0,0,0
YOR108C-A_mRNA,0,0,0,0
YOR109W_mRNA,0,0,0,0
YOR110W_mRNA,0,0,0,0
YOR111W_mRNA,0,0,0,0
YOR112W_mRNA,0,0,0,0
YOR113W_mRNA,0,0,0,0
YOR114W_mRNA,0,0,0,0
YOR115C_mRNA,0,0,0,0
YOR116C_mRNA,0,0,0,0
YOR117W_mRNA,0,0,0,0
YOR118W_mRNA,0,0,0,0
YOR119C_mRNA,0,0,0,0
YOR120W_mRNA,0,0,0,0
YOR121C_mRNA,0,0,0,0
YOR122C_mRNA,0,0,0,0
YOR123C_mRNA,0,0,0,0
YOR124C_mRNA,0,0,0,0
YOR125C_mRNA,0,0,0,0
YOR126C_mRNA,0,0,0,0
YOR127W_mRNA,0,0,0,0
YOR128C_mRNA,0,0,0,0
YOR129C_mRNA,0,0,0,0
YOR130C_mRNA,0,0,0,0
tD(GUC)O_tRNA,0,0,0,0
YOR131C_mRNA,0,0,0,0
YOR132W_mRNA,0,0,0,0
YOR133W_mRNA,0,0,0,0
YOR134W_mRNA,0,0,0,0
YOR135C_mRNA,0,0,0,0
YOR136W_mRNA,0,0,0,0
YOR137C_mRNA,0,0,0,0
YOR138C_mRNA,0,0,0,0
YOR139C_mRNA,0,0,0,0
YOR140W_mRNA,0,0,0,0
YOR141C_mRNA,0,0,0,0
YOR142W_mRNA,0,0,0,0
tG(CCC)O_tRNA,0,0,0,0
YOR143C_mRNA,0,0,0,0
YOR144C_mRNA,0,0,0,0
YOR145C_mRNA,0,0,0,0
YOR146W_mRNA,0,0,0,0
YOR147W_mRNA,0,0,0,0
YOR148C_mRNA,0,0,0,0
YOR149C_mRNA,0,0,0,0
YOR150W_mRNA,0,0,0,0
YOR151C_mRNA,0,0,0,0
YOR152C_mRNA,0,0,0,0
YOR153W_mRNA,0,0,0,0
YOR154W_mRNA,0,0,0,0
YOR155C_mRNA,0,0,0,0
YOR156C_mRNA,0,0,0,0
YOR157C_mRNA,0,0,0,0
YOR158W_mRNA,0,0,0,0
YOR159C_mRNA,0,0,0,0
YOR160W_mRNA,0,0,0,0
YOR161C_mRNA,0,0,0,0
YOR161W-A_mRNA,0,0,0,0
YOR161W-B_mRNA,0,0,0,0
YOR161C-C_mRNA,0,0,0,0
YOR162C_mRNA,0,0,0,0
YOR163W_mRNA,0,0,0,0
YOR164C_mRNA,0,0,0,0
YOR165W_mRNA,0,0,0,0
YOR166C_mRNA,0,0,0,0
YOR167C_mRNA,0,0,0,0
YOR168W_mRNA,0,0,0,0
YOR169C_mRNA,0,0,0,0
YOR170W_mRNA,0,0,0,0
YOR171C_mRNA,0,0,0,0
YOR172W_mRNA,0,0,0,0
YOR173W_mRNA,0,0,0,0
YOR174W_mRNA,0,0,0,0
YOR175C_mRNA,0,0,0,0
YOR176W_mRNA,0,0,0,0
tV(AAC)O_tRNA,0,0,0,0
YOR177C_mRNA,0,0,0,0
YOR178C_mRNA,0,0,0,0
YOR179C_mRNA,0,0,0,0
YOR180C_mRNA,0,0,0,0
YOR181W_mRNA,0,0,0,0
YOR182C_mRNA,0,0,0,0
YOR183W_mRNA,0,0,0,0
YOR184W_mRNA,0,0,0,0
snR36_snoRNA,0,0,0,0
YOR185C_mRNA,0,0,0,0
YOR186W_mRNA,0,0,0,0
YOR186C-A_mRNA,0,0,0,0
YOR187W_mRNA,0,0,0,0
YOR188W_mRNA,0,0,0,0
YOR189W_mRNA,0,0,0,0
YOR190W_mRNA,0,0,0,0
YOR191W_mRNA,0,0,0,0
YOR192C_mRNA,0,0,0,0
YOR192C-C_mRNA,0,0,0,0
YOR192C-B,0,0,0,0
YOR192C-A,0,0,0,0
tM(CAU)O1_tRNA,0,0,0,0
YOR193W_mRNA,0,0,0,0
YOR194C_mRNA,0,0,0,0
YOR195W_mRNA,0,0,0,0
YOR196C_mRNA,0,0,0,0
YOR197W_mRNA,0,0,0,0
YOR198C_mRNA,0,0,0,0
YOR199W_mRNA,0,0,0,0
YOR200W_mRNA,0,0,0,0
YOR201C_mRNA,0,0,0,0
YOR202W_mRNA,0,0,0,0
YOR203W_mRNA,0,0,0,0
YOR204W_mRNA,0,0,0,0
YOR205C_mRNA,0,0,0,0
YOR206W_mRNA,0,0,0,0
YOR207C_mRNA,0,0,0,0
YOR208W_mRNA,0,0,0,0
YOR209C_mRNA,0,0,0,0
YOR210W_mRNA,0,0,0,0
YOR211C_mRNA,0,0,0,0
YOR212W_mRNA,0,0,0,0
YOR213C_mRNA,0,0,0,0
YOR214C_mRNA,0,0,0,0
YOR215C_mRNA,0,0,0,0
YOR216C_mRNA,0,0,0,0
YOR217W_mRNA,0,0,0,0
YOR218C_mRNA,0,0,0,0
YOR219C_mRNA,0,0,0,0
YOR220W_mRNA,0,0,0,0
YOR221C_mRNA,0,0,0,0
YOR222W_mRNA,0,0,0,0
snR35_snoRNA,0,0,0,0
YOR223W_mRNA,0,0,0,0
YOR224C_mRNA,0,0,0,0
YOR225W_mRNA,0,0,0,0
YOR226C_mRNA,0,0,0,0
YOR227W_mRNA,0,0,0,0
YOR228C_mRNA,0,0,0,0
YOR229W_mRNA,0,0,0,0
YOR230W_mRNA,0,0,0,0
YOR231W_mRNA,0,0,0,0
YOR231C-A_mRNA,0,0,0,0
YOR232W_mRNA,0,0,0,0
YOR233W_mRNA,0,0,0,0
YOR234C_mRNA,0,0,0,0
YOR235W_mRNA,0,0,0,0
snR17a_snoRNA,0,0,0,0
YOR236W_mRNA,0,0,0,0
YOR237W_mRNA,0,0,0,0
YOR238W_mRNA,0,0,0,0
YOR239W_mRNA,0,0,0,0
YOR241W_mRNA,0,0,0,0
YOR242C_mRNA,0,0,0,0
YOR243C_mRNA,0,0,0,0
YOR244W_mRNA,0,0,0,0
YOR245C_mRNA,0,0,0,0
YOR246C_mRNA,0,0,0,0
YOR247W_mRNA,0,0,0,0
YOR248W_mRNA,0,0,0,0
YOR249C_mRNA,0,0,0,0
YOR250C_mRNA,0,0,0,0
YOR251C_mRNA,0,0,0,0
YOR252W_mRNA,0,0,0,0
YOR253W_mRNA,0,0,0,0
YOR254C_mRNA,0,0,0,0
YOR255W_mRNA,0,0,0,0
YOR256C_mRNA,0,0,0,0
YOR257W_mRNA,0,0,0,0
YOR258W_mRNA,0,0,0,0
YOR259C_mRNA,0,0,0,0
YOR260W_mRNA,0,0,0,0
YOR261C_mRNA,0,0,0,0
YOR262W_mRNA,0,0,0,0
YOR263C_mRNA,0,0,0,0
YOR264W_mRNA,0,0,0,0
YOR265W_mRNA,0,0,0,0
YOR266W_mRNA,0,0,0,0
YOR267C_mRNA,0,0,0,0
YOR268C_mRNA,0,0,0,0
YOR269W_mRNA,0,0,0,0
YOR270C_mRNA,0,0,0,0
YOR271C_mRNA,0,0,0,0
snR8_snoRNA,0,0,0,0
YOR272W_mRNA,0,0,0,0
YOR273C_mRNA,0,0,0,0
YOR274W_mRNA,0,0,0,0
YOR275C_mRNA,0,0,0,0
YOR276W_mRNA,0,0,0,0
YOR277C_mRNA,0,0,0,0
snR31_snoRNA,0,0,0,0
snR5_snoRNA,0,0,0,0
YOR278W_mRNA,0,0,0,0
YOR279C_mRNA,0,0,0,0
YOR280C_mRNA,0,0,0,0
YOR281C_mRNA,0,0,0,0
YOR282W_mRNA,0,0,0,0
YOR283W_mRNA,0,0,0,0
YOR284W_mRNA,0,0,0,0
YOR285W_mRNA,0,0,0,0
YOR286W_mRNA,0,0,0,0
YOR287C_mRNA,0,0,0,0
YOR288C_mRNA,0,0,0,0
YOR289W_mRNA,0,0,0,0
tA(UGC)O_tRNA,0,0,0,0
YOR290C_mRNA,0,0,0,0
YOR291W_mRNA,0,0,0,0
YOR292C_mRNA,0,0,0,0
YOR293W_mRNA,0,0,0,0
YOR293C-A_mRNA,0,0,0,0
YOR294W_mRNA,0,0,0,0
YOR295W_mRNA,0,0,0,0
YOR296W_mRNA,0,0,0,0
YOR297C_mRNA,0,0,0,0
YOR298W_mRNA,0,0,0,0
YOR298C-A_mRNA,0,0,0,0
YOR299W_mRNA,0,0,0,0
YOR300W_mRNA,0,0,0,0
YOR301W_mRNA,0,0,0,0
YOR302W_mRNA,0,0,0,0
YOR303W_mRNA,0,0,0,0
YOR304W_mRNA,0,0,0,0
YOR304C-A_mRNA,0,0,0,0
YOR305W_mRNA,0,0,0,0
YOR306C_mRNA,0,0,0,0
YOR307C_mRNA,0,0,0,0
YOR308C_mRNA,0,0,0,0
YOR309C_mRNA,0,0,0,0
YOR310C_mRNA,0,0,0,0
YOR311C_mRNA,0,0,0,0
YOR312C_mRNA,0,0,0,0
YOR313C_mRNA,0,0,0,0
YOR314W_mRNA,0,0,0,0
YOR314W-A_mRNA,0,0,0,0
YOR315W_mRNA,0,0,0,0
YOR316C_mRNA,0,0,0,0
YOR316C-A_mRNA,0,0,0,0
YOR317W_mRNA,0,0,0,0
YOR318C_mRNA,0,0,0,0
YOR319W_mRNA,0,0,0,0
YOR320C_mRNA,0,0,0,0
YOR321W_mRNA,0,0,0,0
YOR322C_mRNA,0,0,0,0
YOR323C_mRNA,0,0,0,0
YOR324C_mRNA,0,0,0,0
YOR325W_mRNA,0,0,0,0
YOR326W_mRNA,0,0,0,0
YOR327C_mRNA,0,0,0,0
YOR328W_mRNA,0,0,0,0
YOR329C_mRNA,0,0,0,0
YOR329W-A_mRNA,0,0,0,0
YOR330C_mRNA,0,0,0,0
YOR331C_mRNA,0,0,0,0
YOR332W_mRNA,0,0,0,0
YOR333C_mRNA,0,0,0,0
YOR334W_mRNA,0,0,0,0
YOR335C_mRNA,0,0,0,0
YOR335W-A_mRNA,0,0,0,0
YOR336W_mRNA,0,0,0,0
YOR337W_mRNA,0,0,0,0
YOR338W_mRNA,0,0,0,0
YOR339C_mRNA,0,0,0,0
YOR340C_mRNA,0,0,0,0
YOR341W_mRNA,0,0,0,0
YOR342C_mRNA,0,0,0,0
YOR343C_mRNA,0,0,0,0
YOR343W-A,0,0,0,0
YOR343W-B,0,0,0,0
tM(CAU)O2_tRNA,0,0,0,0
YOR344C_mRNA,0,0,0,0
tP(UGG)O3_tRNA,0,0,0,0
YOR345C_mRNA,0,0,0,0
YOR346W_mRNA,0,0,0,0
YOR347C_mRNA,0,0,0,0
YOR348C_mRNA,0,0,0,0
YOR349W_mRNA,0,0,0,0
YOR350C_mRNA,0,0,0,0
YOR351C_mRNA,0,0,0,0
YOR352W_mRNA,0,0,0,0
YOR353C_mRNA,0,0,0,0
YOR354C_mRNA,0,0,0,0
YOR355W_mRNA,0,0,0,0
YOR356W_mRNA,0,0,0,0
YOR357C_mRNA,0,0,0,0
YOR358W_mRNA,0,0,0,0
YOR359W_mRNA,0,0,0,0
YOR360C_mRNA,0,0,0,0
YOR361C_mRNA,0,0,0,0
YOR362C_mRNA,0,0,0,0
YOR363C_mRNA,0,0,0,0
YOR364W_mRNA,0,0,0,0
YOR365C_mRNA,0,0,0,0
YOR366W_mRNA,0,0,0,0
YOR367W_mRNA,0,0,0,0
YOR368W_mRNA,0,0,0,0
YOR369C_mRNA,0,0,0,0
YOR370C_mRNA,0,0,0,0
YOR371C_mRNA,0,0,0,0
YOR372C_mRNA,0,0,0,0
YOR373W_mRNA,0,0,0,0
YOR374W_mRNA,0,0,0,0
YOR375C_mRNA,0,0,0,0
YOR376W_mRNA,0,0,0,0
YOR376W-A_mRNA,0,0,0,0
YOR377W_mRNA,0,0,0,0
YOR378W_mRNA,0,0,0,0
YOR379C_mRNA,0,0,0,0
YOR380W_mRNA,0,0,0,0
YOR381W_mRNA,0,0,0,0
YOR381W-A_mRNA,0,0,0,0
YOR382W_mRNA,0,0,0,0
YOR383C_mRNA,0,0,0,0
YOR384W_mRNA,0,0,0,0
YOR385W_mRNA,0,0,0,0
YOR386W_mRNA,0,0,0,0
YOR387C_mRNA,0,0,0,0
YOR388C_mRNA,0,0,0,0
YOR389W_mRNA,0,0,0,0
YOR390W_mRNA,0,0,0,0
YOR391C_mRNA,0,0,0,0
YOR392W_mRNA,0,0,0,0
YOR393W_mRNA,0,0,0,0
YOR394W_mRNA,0,0,0,0
YOR394C-A_mRNA,0,0,0,0
YOR396W_mRNA,0,0,0,0
YOR396C-A_mRNA,0,0,0,0
YML133C_mRNA,0,0,0,0
YML133W-B_mRNA,0,0,0,0
YML133W-A_mRNA,0,0,0,0
YML132W_mRNA,0,0,0,0
YML131W_mRNA,0,0,0,0
YML130C_mRNA,0,0,0,0
YML129C_mRNA,0,0,0,0
YML128C_mRNA,0,0,0,0
YML127W_mRNA,0,0,0,0
YML126C_mRNA,0,0,0,0
YML125C_mRNA,0,0,0,0
YML124C_mRNA,0,0,0,0
YML123C_mRNA,0,0,0,0
YML122C_mRNA,0,0,0,0
YML121W_mRNA,0,0,0,0
YML120C_mRNA,0,0,0,0
YML119W_mRNA,0,0,0,0
YML118W_mRNA,0,0,0,0
YML117W_mRNA,0,0,0,0
YML116W-A_mRNA,0,0,0,0
YML116W_mRNA,0,0,0,0
YML115C_mRNA,0,0,0,0
YML114C_mRNA,0,0,0,0
YML113W_mRNA,0,0,0,0
YML112W_mRNA,0,0,0,0
YML111W_mRNA,0,0,0,0
YML110C_mRNA,0,0,0,0
YML109W_mRNA,0,0,0,0
YML108W_mRNA,0,0,0,0
YML107C_mRNA,0,0,0,0
YML106W_mRNA,0,0,0,0
YML105C_mRNA,0,0,0,0
YML104C_mRNA,0,0,0,0
YML103C_mRNA,0,0,0,0
snR85_snoRNA,0,0,0,0
YML102W_mRNA,0,0,0,0
YML101C-A_mRNA,0,0,0,0
YML101C_mRNA,0,0,0,0
YML100W-A_mRNA,0,0,0,0
YML100W_mRNA,0,0,0,0
YML099W-A_mRNA,0,0,0,0
YML099C_mRNA,0,0,0,0
YML098W_mRNA,0,0,0,0
YML097C_mRNA,0,0,0,0
YML096W_mRNA,0,0,0,0
YML095C_mRNA,0,0,0,0
YML094C-A_mRNA,0,0,0,0
YML094W_mRNA,0,0,0,0
YML093W_mRNA,0,0,0,0
YML092C_mRNA,0,0,0,0
YML091C_mRNA,0,0,0,0
YML090W_mRNA,0,0,0,0
YML089C_mRNA,0,0,0,0
ZOD1_ncRNA,0,0,0,0
YML088W_mRNA,0,0,0,0
YML087C_mRNA,0,0,0,0
YML086C_mRNA,0,0,0,0
YML085C_mRNA,0,0,0,0
YML084W_mRNA,0,0,0,0
YML083C_mRNA,0,0,0,0
YML082W_mRNA,0,0,0,0
YML081C-A_mRNA,0,0,0,0
YML081W_mRNA,0,0,0,0
YML080W_mRNA,0,0,0,0
YML079W_mRNA,0,0,0,0
YML078W_mRNA,0,0,0,0
YML077W_mRNA,0,0,0,0
YML076C_mRNA,0,0,0,0
YML075C_mRNA,0,0,0,0
YML074C_mRNA,0,0,0,0
YML073C_mRNA,0,0,0,0
YML072C_mRNA,0,0,0,0
YML071C_mRNA,0,0,0,0
tR(UCU)M2_tRNA,0,0,0,0
YML070W_mRNA,0,0,0,0
YML069W_mRNA,0,0,0,0
YML068W_mRNA,0,0,0,0
YML067C_mRNA,0,0,0,0
YML066C_mRNA,0,0,0,0
YML065W_mRNA,0,0,0,0
YML064C_mRNA,0,0,0,0
YML063W_mRNA,0,0,0,0
YML062C_mRNA,0,0,0,0
YML061C_mRNA,0,0,0,0
YML060W_mRNA,0,0,0,0
YML059C_mRNA,0,0,0,0
YML058W-A_mRNA,0,0,0,0
YML058W_mRNA,0,0,0,0
YML057C-A_mRNA,0,0,0,0
YML057W_mRNA,0,0,0,0
YML056C_mRNA,0,0,0,0
snR54_snoRNA,0,0,0,0
YML055W_mRNA,0,0,0,0
YML054C_mRNA,0,0,0,0
YML054C-A_mRNA,0,0,0,0
tY(GUA)M1_tRNA,0,0,0,0
YML053C_mRNA,0,0,0,0
YML052W_mRNA,0,0,0,0
YML051W_mRNA,0,0,0,0
YML050W_mRNA,0,0,0,0
YML049C_mRNA,0,0,0,0
YML048W_mRNA,0,0,0,0
